group	label	ns	tau	cov	ru	mi	s
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.887	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.888	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.889	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.890	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.891	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.892	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.893	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.894	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.895	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.896	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.897	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.898	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.899	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.900	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.901	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.902	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.903	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.904	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.905	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.906	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.907	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.908	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.909	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.910	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.911	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.912	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.913	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.914	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.915	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.916	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.917	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.918	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.919	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.920	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.921	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.922	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.923	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.924	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.925	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.926	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.927	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.928	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.929	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.930	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.931	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.932	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.933	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.934	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.935	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.936	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.937	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.938	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.939	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.940	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.941	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.942	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.943	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.944	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.945	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.946	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.947	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.948	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.949	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.950	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.951	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.952	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.953	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.954	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.955	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.956	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.957	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.958	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.959	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.960	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.961	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.962	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.963	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.964	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.965	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.966	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.967	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.968	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.969	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.970	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.971	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.972	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.973	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.974	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.975	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.976	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.977	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.978	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.979	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.980	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.981	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.982	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.983	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.984	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.985	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.986	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.987	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.988	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.989	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.990	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.991	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.992	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.993	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.994	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.995	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.996	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.997	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.998	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	biological_process	0.999	0.665	5.092	1.787	5.397
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.001	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.002	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.003	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.004	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.005	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.006	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.007	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.008	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.009	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.010	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.011	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.012	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.013	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.014	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.015	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.016	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.017	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.018	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.019	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.020	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.021	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.022	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.023	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.024	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.025	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.026	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.027	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.028	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.029	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.030	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.031	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.032	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.033	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.034	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.035	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.036	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.037	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.038	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.039	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.040	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.041	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.042	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.043	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.044	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.045	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.046	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.047	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.048	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.049	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.050	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.051	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.052	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.053	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.054	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.055	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.056	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.057	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.058	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.059	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.060	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.061	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.062	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.063	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.064	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.065	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.066	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.067	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.068	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.069	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.070	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.071	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.072	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.073	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.074	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.075	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.076	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.077	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.078	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.079	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.080	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.081	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.082	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.083	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.084	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.085	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.086	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.087	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.088	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.089	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.090	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.091	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.092	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.093	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.094	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.095	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.096	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.097	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.098	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.099	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.100	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.101	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.102	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.103	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.104	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.105	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.106	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.107	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.108	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.109	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.110	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.111	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.112	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.113	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.114	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.115	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.116	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.117	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.118	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.119	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.120	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.121	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.122	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.123	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.124	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.125	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.126	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.127	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.128	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.129	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.130	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.131	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.132	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.133	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.134	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.135	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.136	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.137	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.138	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.139	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.140	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.141	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.142	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.143	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.144	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.145	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.146	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.147	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.148	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.149	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.150	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.151	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.152	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.153	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.154	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.155	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.156	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.157	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.158	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.159	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.160	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.161	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.162	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.163	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.164	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.165	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.166	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.167	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.168	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.169	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.170	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.171	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.172	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.173	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.174	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.175	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.176	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.177	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.178	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.179	0.909	1.383	0.286	1.412
pred_hayai.tsv	pred_hayai.tsv	cellular_component	0.180	0.909	1.383	0.286	1.412
